Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
DTF,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,$11.38,0.04,0.353%,79996472.00,United States,1991,10033,Finance,Investment Managers
DTG,DTE Energy Company 2021 Series E 4.375% Junior Subordinated Debentures,$17.10,-0.07,-0.408%,3551379505.00,United States,2021,73360,Utilities,Electric Utilities: Central
DTK,DTE Energy Company 2025 Series H 6.25% Junior Subordinated Debentures due 2085,$25.16,0.03,0.119%,0.00,United States,2025,23654,Utilities,Electric Utilities: Central
DTM,DT Midstream Inc. Common Stock ,$121.56,0.03,0.025%,12359482323.00,United States,2021,835135,Utilities,Natural Gas Distribution
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,$21.05,-0.13,-0.614%,4371727403.00,United States,2017,36436,Utilities,Electric Utilities: Central
DUK,Duke Energy Corporation (Holding Company) Common Stock,$116.52,-1.45,-1.229%,90613085820.00,United States,,3981119,Utilities,Power Generation
DUK^A,Duke Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock,$24.94,0.06,0.241%,,United States,,82632,,
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,$25.00,0.08,0.321%,19441530600.00,United States,2018,15191,Utilities,Power Generation
DV,DoubleVerify Holdings Inc. Common Stock,$11.03,0.21,1.941%,1777012570.00,United States,2021,1596072,Technology,Computer Software: Programming Data Processing
DVA,DaVita Inc. Common Stock,$117.39,0.11,0.094%,8287734000.00,United States,,620142,Health Care,Misc Health and Biotechnology Services
DVN,Devon Energy Corporation Common Stock,$37.47,-0.24,-0.636%,23504931000.00,United States,1985,7667861,Energy,Oil & Gas Production
DX,Dynex Capital Inc. Common Stock,$14.03,0.15,1.081%,2059909082.00,United States,,3765925,Real Estate,Real Estate Investment Trusts
DX^C,Dynex Capital Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$26.02,0.00,0.00%,,United States,,7141,,
DXC,DXC Technology Company Common Stock ,$14.12,0.14,1.001%,2458771332.00,United States,,2048714,Technology,EDP Services
DXYZ,Destiny Tech100 Inc. Common Stock,$26.29,-0.15,-0.567%,0.00,,2024,1926083,,
DY,Dycom Industries Inc. Common Stock,$351.80,-2.60,-0.734%,10186738742.00,United States,,249177,Industrials,Water Sewer Pipeline Comm & Power Line Construction
E,ENI S.p.A. Common Stock,$37.21,-0.86,-2.259%,61107946236.00,Italy,,228835,Energy,Oil & Gas Production
EAF,GrafTech International Ltd. Common Stock,$16.72,-0.43,-2.507%,431712239.00,United States,2018,193974,Energy,Industrial Machinery/Components
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,$20.915,0.065,0.312%,9340574247.00,United States,2016,24483,Utilities,Electric Utilities: Central
EARN,Ellington Credit Company Common Shares of Beneficial Interest,$5.36,0.03,0.563%,201317285.00,United States,2013,295435,Real Estate,Real Estate Investment Trusts
EAT,Brinker International Inc. Common Stock,$140.45,-1.79,-1.258%,6240364147.00,United States,,1095946,Consumer Discretionary,Restaurants
EB,Eventbrite Inc. Class A Common Stock,$4.43,0.00,0.00%,432700941.00,United States,2018,1291901,Technology,Computer Software: Programming Data Processing
EBF,Ennis Inc. Common Stock,$17.79,0.19,1.08%,455953270.00,United States,,162446,Consumer Discretionary,Office Equipment/Supplies/Services
EBS,Emergent BioSolutions Inc. Common Stock,$11.90,-0.15,-1.245%,624987572.00,United States,2006,696252,Health Care,Biotechnology: Pharmaceutical Preparations
EC,Ecopetrol S.A. American Depositary Shares,$9.89,-0.17,-1.69%,20332205529.00,Colombia,,2846228,Energy,Oil & Gas Production
ECAT,BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,$15.83,-0.07,-0.44%,1711777050.00,United States,2021,198393,Finance,Trusts Except Educational Religious and Charitable
ECC           ,Eagle Point Credit Company Inc. Common Stock,$6.31,-0.10,-1.56%,382780526.00,United States,2014,1144092,Finance,Trusts Except Educational Religious and Charitable
ECC^D,Eagle Point Credit Company Inc. 6.75% Series D Preferred Stock,$19.4795,-0.0204,-0.105%,,United States,,10149,,
ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,$23.75,-0.13,-0.544%,1440734945.00,United States,,3127,Finance,Trusts Except Educational Religious and Charitable
ECCF,Eagle Point Credit Company Inc. 8.00% Series F Term Preferred Stock due 2029,$25.18,-0.01,-0.04%,27412781809.00,United States,,6426,,
ECCU,Eagle Point Credit Company Inc. 7.75% Notes due 2030,$25.21,0.04,0.159%,0.00,United States,2024,1470,,
ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029,$23.64,0.13,0.553%,1434062067.00,United States,2022,9541,Finance,Trusts Except Educational Religious and Charitable
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,$24.25,-0.15,-0.615%,1471066207.00,United States,2021,1335,Finance,Trusts Except Educational Religious and Charitable
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,$25.096,-0.054,-0.215%,1522386702.00,United States,2022,3653,Finance,Trusts Except Educational Religious and Charitable
ECG,Everus Construction Group Inc. Common Stock,$91.75,-2.73,-2.89%,4679853256.00,United States,2024,547623,Consumer Discretionary,Homebuilding
ECL,Ecolab Inc. Common Stock,$259.69,-4.73,-1.789%,73553466728.00,United States,,1550954,Consumer Discretionary,Package Goods/Cosmetics
ECO,Okeanis Eco Tankers Corp. Common Stock,$37.07,0.89,2.46%,1193435584.00,,,362012,Consumer Discretionary,Marine Transportation
ECVT,Ecovyst Inc. Common Stock,$8.74,0.21,2.462%,996529678.00,United States,2017,2454878,Industrials,Major Chemicals
ED,Consolidated Edison Inc. Common Stock,$96.60,0.38,0.395%,34866379733.00,United States,,1775841,Utilities,Power Generation
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,$5.69,0.08,1.426%,0.00,United States,2007,351004,Finance,Finance Companies
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,$4.87,-0.02,-0.409%,0.00,United States,2010,144002,Finance,Investment Managers
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,$32.86,-1.34,-3.918%,1489305729.00,Argentina,2007,140819,Utilities,Electric Utilities: Central
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands),$52.63,1.36,2.653%,20939601688.00,China,2006,1440942,Real Estate,Other Consumer Services
EE,Excelerate Energy Inc. Class A Common Stock,$28.67,-0.19,-0.658%,3269267910.00,United States,2022,287820,Utilities,Oil/Gas Transmission
EEA,The European Equity Fund Inc. Common Stock,$10.6499,0.0199,0.187%,0.00,United States,,24370,Finance,Trusts Except Educational Religious and Charitable
EEX,Emerald Holding Inc. Common Stock,$3.75,-0.03,-0.794%,741777581.00,United States,2017,71587,Real Estate,Real Estate
EFC,Ellington Financial Inc. Common Stock ,$13.72,0.09,0.66%,1472381406.00,United States,2010,919803,Finance,Real Estate
EFC^A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,$25.25,0.00,0.00%,,United States,,11523,,
EFC^B,Ellington Financial Inc. 6.250% Series B Fixed-Rate Reset Cumulative Redeemable Preferred Stock,$23.37,0.00,0.00%,,United States,,6162,,
EFC^C,Ellington Financial Inc. 8.625% Series C Fixed-Rate Reset Cumulative Redeemable Preferred Stock,$25.31,-0.2603,-1.018%,,United States,,3955,,
EFC^D,Ellington Financial Inc. 7.00% Series D Cumulative Perpetual Redeemable Preferred Stock,$24.4619,0.00,0.00%,,United States,,3,,
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,$11.21,0.02,0.179%,0.00,United States,2003,188482,Finance,Trusts Except Educational Religious and Charitable
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,$11.44,0.01,0.087%,332794348.00,United States,2004,126472,Finance,Finance Companies
EFX,Equifax Inc. Common Stock,$211.51,0.23,0.109%,25887562766.00,United States,,2491133,Finance,Finance: Consumer Services
EFXT,Enerflex Ltd Common Shares,$14.43,0.31,2.195%,1757599671.00,Canada,2022,381547,Industrials,Industrial Machinery/Components
EG,Everest Group Ltd. Common Stock,$309.97,-3.74,-1.192%,13011938638.00,Bermuda,,366849,Finance,Property-Casualty Insurers
EGY,VAALCO Energy Inc.  Common Stock,$3.55,-0.01,-0.281%,370116798.00,United States,,982370,Energy,Oil & Gas Production
EHAB,Enhabit Inc. Common Stock,$9.33,0.02,0.215%,472164010.00,United States,2022,343180,Health Care,Medical/Nursing Services
EHC,Encompass Health Corporation Common Stock,$112.50,-0.52,-0.46%,11319297413.00,United States,,732790,Health Care,Hospital/Nursing Management
EHI,Western Asset Global High Income Fund Inc Common Stock,$6.35,-0.03,-0.47%,0.00,United States,2003,132012,Finance,Investment Managers
EIC,Eagle Point Income Company Inc. Common Stock,$11.30,-0.04,-0.353%,100661620.00,United States,2019,152728,Finance,Finance/Investors Services
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,$24.70,0.0299,0.121%,220030268.00,United States,2021,4874,Finance,Finance/Investors Services
EICB,Eagle Point Income Company Inc. 7.75% Series B Term Preferred Stock Due 2028,$25.05,0.01,0.04%,0.00,United States,,27244,,
EICC,Eagle Point Income Company Inc. 8.00% Series C Term Preferred Stock due 2029,$25.27,-0.01,-0.04%,0.00,United States,,45528,,
EIG,Employers Holdings Inc Common Stock,$39.26,-0.33,-0.834%,882529702.00,United States,2007,228596,Finance,Property-Casualty Insurers
EIIA,Eagle Point Institutional Income Fund 8.125% Series A Term Preferred Shares Due 2029,$25.30,0.03,0.119%,0.00,,2024,3414,,
EIX,Edison International Common Stock,$58.09,0.54,0.938%,22352280083.00,United States,,2855530,Utilities,Electric Utilities: Central
EL,Estee Lauder Companies Inc. (The) Common Stock,$105.13,1.31,1.262%,37884672031.00,United States,1995,3807117,Consumer Discretionary,Package Goods/Cosmetics
ELAN,Elanco Animal Health Incorporated Common Stock,$21.90,-0.09,-0.409%,10881310059.00,United States,2018,3663575,Health Care,Biotechnology: Pharmaceutical Preparations
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,$20.67,0.03,0.145%,4407620200.00,United States,2016,23688,Utilities,Electric Utilities: Central
ELF,e.l.f. Beauty Inc. Common Stock,$81.40,-0.22,-0.27%,4854432915.00,United States,2016,2589758,Consumer Discretionary,Package Goods/Cosmetics
ELME,Elme Communities Common Stock,$17.18,-0.03,-0.174%,1514608746.00,United States,2000,1124725,Real Estate,Real Estate Investment Trusts
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Class A Preferred Shares),$10.19,-0.75,-6.856%,3305950616.00,Brazil,2021,588773,Utilities,Electric Utilities: Central
ELPC,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),$9.63,-0.76,-7.315%,3124269326.00,Brazil,2023,2718,Utilities,Electric Utilities: Central
ELS,Equity Lifestyle Properties Inc. Common Stock,$61.69,-0.38,-0.612%,11957278931.00,United States,,1395125,Real Estate,Real Estate Investment Trusts
ELV,Elevance Health Inc. Common Stock,$330.75,-2.74,-0.822%,73505470862.00,United States,,1324201,Health Care,Medical Specialities
EMA,Emera Incorporated Common Shares,$47.47,0.08,0.169%,14274229000.00,,2025,156418,Utilities,Electric Utilities: Central
EMBJ,Embraer S.A. Common Stock,$61.86,-1.80,-2.828%,11344600355.00,Brazil,,1500923,Industrials,Aerospace
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,$10.61,-0.08,-0.748%,0.00,United States,,116753,Finance,Finance/Investors Services
EME,EMCOR Group Inc. Common Stock,$623.62,-11.74,-1.848%,27916888108.00,United States,,387714,Industrials,Engineering & Construction
EMF,Templeton Emerging Markets Fund Common Stock,$17.42,0.27,1.574%,0.00,United States,1987,26156,Finance,Finance/Investors Services
EMN,Eastman Chemical Company Common Stock,$61.53,0.87,1.434%,7018714794.00,United States,,1657055,Industrials,Major Chemicals
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,$45.98,0.44,0.966%,0.00,United States,2011,59990,Finance,Investment Managers
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,$21.02,0.00,0.00%,9387466922.00,United States,2016,34697,Utilities,Electric Utilities: Central
EMR,Emerson Electric Company Common Stock,$137.39,0.75,0.549%,77185702000.00,United States,,1578734,Technology,Consumer Electronics/Appliances
ENB,Enbridge Inc Common Stock,$48.09,-0.05,-0.104%,104897544229.00,Canada,,4736531,Energy,Natural Gas Distribution
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),$3.85,-0.04,-1.028%,5325824904.00,Chile,2016,564947,Utilities,Electric Utilities: Central
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,$21.90,-0.14,-0.635%,9780472198.00,United States,,4437,Utilities,Power Generation
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,$22.5899,0.0799,0.355%,4830417428.00,United States,2016,9439,Utilities,Power Generation
ENOV,Enovis Corporation Common Stock,$27.02,-0.94,-3.362%,1545257075.00,United States,,1543988,Health Care,Industrial Specialties
ENR,Energizer Holdings Inc. Common Stock,$18.21,0.10,0.552%,1246104964.00,United States,2015,1544438,Miscellaneous,Industrial Machinery/Components
ENS,EnerSys Common Stock,$147.65,1.16,0.792%,5449633783.00,United States,2004,336688,Technology,Industrial Machinery/Components
ENVA,Enova International Inc. Common Stock,$135.38,-0.78,-0.573%,3357637765.00,United States,2014,199702,Finance,Finance: Consumer Services
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,$5.94,0.05,0.849%,0.00,United States,2007,196014,Finance,Investment Managers
EOG,EOG Resources Inc. Common Stock,$112.17,0.01,0.009%,60863268922.00,United States,,3128093,Energy,Oil & Gas Production
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,$19.68,0.03,0.153%,0.00,United States,2004,97385,Finance,Finance/Investors Services
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,$23.07,0.09,0.392%,0.00,,2005,77610,Finance,Trusts Except Educational Religious and Charitable
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,$16.58,-0.02,-0.12%,259061190.00,United States,2009,91833,Finance,Investment Bankers/Brokers/Service
EP^C,El Paso Corporation Preferred Stock,$49.5078,0.0078,0.016%,,United States,,854,,
EPAC,Enerpac Tool Group Corp. Common Stock,$37.18,-0.43,-1.143%,1969853880.00,United States,,282335,Technology,Industrial Machinery/Components
EPAM,EPAM Systems Inc. Common Stock,$203.60,2.10,1.042%,11247397025.00,United States,2012,975475,Technology,EDP Services
EPC,Edgewell Personal Care Company Common Stock,$16.73,-0.18,-1.064%,777346802.00,United States,,586346,Consumer Discretionary,Package Goods/Cosmetics
EPD,Enterprise Products Partners L.P. Common Stock,$32.61,0.00,0.00%,70545899441.00,United States,,2438976,Utilities,Natural Gas Distribution
EPR,EPR Properties Common Stock,$51.64,-0.27,-0.52%,3931887209.00,United States,1997,926228,Real Estate,Real Estate Investment Trusts
EPR^C,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,$23.40,-0.09,-0.383%,,United States,,14516,,
EPR^E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,$30.66,-0.04,-0.13%,,United States,,440,,
EPR^G,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,$20.5901,-0.09,-0.435%,,United States,,5752,,
EPRT,Essential Properties Realty Trust Inc. Common Stock,$30.65,-0.41,-1.32%,6073130519.00,United States,2018,1464247,Real Estate,Real Estate Investment Trusts
EQBK,Equity Bancshares Inc. Class A Common Stock,$44.88,-0.24,-0.532%,856149371.00,United States,,60108,Finance,Major Banks
EQH,Equitable Holdings Inc. Common Stock,$45.85,-0.11,-0.239%,13137493988.00,United States,2018,1876827,Finance,Specialty Insurers
EQH^A,Equitable Holdings Inc. Depositary Shares,$19.64,-0.08,-0.406%,,United States,,169518,,
EQH^C,Equitable Holdings Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series C,$15.92,-0.08,-0.50%,,United States,,50593,,
EQNR,Equinor ASA,$22.99,-0.38,-1.626%,67699414981.00,Norway,,3027771,Energy,Integrated oil Companies
EQR,Equity Residential Common Shares of Beneficial Interest,$61.06,-0.55,-0.893%,23231786464.00,United States,,2214108,Real Estate,Real Estate Investment Trusts
EQS,Equus Total Return Inc. Common Stock,$1.80,0.009,0.503%,25140053.00,United States,,671,Finance,Finance/Investors Services
EQT,EQT Corporation Common Stock,$60.68,0.61,1.015%,37868385560.00,United States,,8949591,Energy,Oil & Gas Production
ERO,Ero Copper Corp. Common Shares,$25.00,-0.13,-0.517%,2597256350.00,Canada,2021,1149678,Basic Materials,Metal Mining
